title,certificate,duration,genre,rating,stars,votes
Blood of Zeus,TV-MA,34,"Animation, Action, Adventure",8.3,10,548
Blood of Zeus,TV-MA,37,"Animation, Action, Adventure",8.6,10,617
The Kominsky Method,TV-MA,23,"Comedy, Drama",8.1,10,896
The Kominsky Method,TV-MA,29,"Comedy, Drama",7.9,10,823
The Kominsky Method,TV-MA,25,"Comedy, Drama",8.0,10,796
The Worst Witch,TV-Y7,28,"Family, Fantasy",8.1,10,32
The Letter for the King,TV-PG,51,"Action, Adventure, Family",6.9,10,269
The Letter for the King,TV-PG,40,"Action, Adventure, Family",6.8,10,236
The Letter for the King,TV-PG,46,"Action, Adventure, Family",7.0,10,250
The Letter for the King,TV-PG,49,"Action, Adventure, Family",5.9,10,287
The Kominsky Method,TV-MA,25,"Comedy, Drama",8.0,10,803
The Kominsky Method,TV-MA,25,"Comedy, Drama",8.2,10,807
The Kominsky Method,TV-MA,21,"Comedy, Drama",8.0,10,764
The Kominsky Method,TV-MA,26,"Comedy, Drama",8.0,10,835
The Umbrella Academy,TV-14,48,"Action, Adventure, Comedy",8.0,10,3879
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.2,7,647
RuPaul's Drag Race: Untucked!,TV-14,21,Reality-TV,7.8,7,52
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.5,1,51
RuPaul's Drag Race: Untucked!,TV-14,21,Reality-TV,7.2,1,47
Bordertown,TV-MA,61,"Crime, Drama, Mystery",7.7,10,221
Elite,TV-MA,48,"Crime, Drama, Thriller",7.8,10,1254
Elite,TV-MA,51,"Crime, Drama, Thriller",9.0,10,1938
You vs. Wild,TV-PG,14,"Adventure, Reality-TV",6.5,4,228
You vs. Wild,TV-PG,20,"Adventure, Reality-TV",6.6,4,173
You vs. Wild,TV-PG,26,"Adventure, Reality-TV",6.9,4,130
Grace and Frankie,TV-MA,30,Comedy,7.8,10,401
Supergirl,TV-PG,42,"Action, Adventure, Drama",8.2,10,1252
The Last Kingdom,TV-MA,56,"Action, Drama, History",8.3,10,2793
Hi Score Girl,TV-PG,25,"Animation, Comedy, Romance",8.1,10,60
Hi Score Girl,TV-PG,25,"Animation, Comedy, Romance",7.9,10,57
Hi Score Girl,TV-PG,25,"Animation, Comedy, Romance",8.3,10,60
The Queen's Gambit,TV-MA,59,Drama,8.4,10,11011
The Queen's Gambit,TV-MA,65,Drama,8.7,10,10261
The Queen's Gambit,TV-MA,46,Drama,8.4,10,9298
The Queen's Gambit,TV-MA,49,Drama,8.4,10,9026
The Queen's Gambit,TV-MA,48,Drama,8.2,10,8746
The Queen's Gambit,TV-MA,60,Drama,8.4,10,8835
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.4,7,761
Never Have I Ever,TV-14,28,"Comedy, Drama",7.4,10,1168
Never Have I Ever,TV-14,29,"Comedy, Drama",7.5,10,1037
Never Have I Ever,TV-14,30,"Comedy, Drama",7.7,10,982
Never Have I Ever,TV-14,22,"Comedy, Drama",7.6,10,974
Never Have I Ever,TV-14,29,"Comedy, Drama",7.8,10,958
Never Have I Ever,TV-14,23,"Comedy, Drama",8.5,10,1110
Never Have I Ever,TV-14,24,"Comedy, Drama",7.6,10,898
Never Have I Ever,TV-14,28,"Comedy, Drama",8.0,10,933
Never Have I Ever,TV-14,24,"Comedy, Drama",8.4,10,974
Never Have I Ever,TV-14,28,"Comedy, Drama",8.7,10,1236
The Gift,TV-MA,42,"Drama, Fantasy, Mystery",7.6,10,851
The Gift,TV-MA,43,"Drama, Fantasy, Mystery",7.6,10,720
The Gift,TV-MA,48,"Drama, Fantasy, Mystery",7.8,10,687
The Gift,TV-MA,43,"Drama, Fantasy, Mystery",7.5,10,634
The Gift,TV-MA,46,"Drama, Fantasy, Mystery",7.4,10,636
The Gift,TV-MA,42,"Drama, Fantasy, Mystery",7.7,10,609
The Gift,TV-MA,41,"Drama, Fantasy, Mystery",7.5,10,597
The Gift,TV-MA,49,"Drama, Fantasy, Mystery",8.1,10,697
Hollywood,TV-MA,44,"Drama, History",7.5,10,1762
On My Block,TV-14,30,"Comedy, Drama",8.2,10,243
Good Girls,TV-14,41,"Comedy, Crime, Drama",7.9,10,548
The Flash,TV-PG,42,"Action, Adventure, Drama",7.7,10,2081
The Flash,TV-PG,42,"Action, Adventure, Drama",7.3,10,1913
The Flash,TV-PG,42,"Action, Adventure, Drama",7.5,10,1895
The Flash,TV-PG,42,"Action, Adventure, Drama",7.4,10,1854
The Flash,TV-PG,42,"Action, Adventure, Drama",7.3,10,1894
The Flash,TV-PG,42,"Action, Adventure, Drama",8.4,10,2296
The Flash,TV-PG,42,"Action, Adventure, Drama",7.9,10,1915
The Flash,TV-PG,42,"Action, Adventure, Drama",6.9,10,1666
Home for Christmas,TV-MA,31,"Comedy, Drama, Romance",7.4,12,265
Home for Christmas,TV-MA,26,"Comedy, Drama, Romance",7.5,12,245
Home for Christmas,TV-MA,29,"Comedy, Drama, Romance",7.4,12,238
Home for Christmas,TV-MA,27,"Comedy, Drama, Romance",7.5,12,238
Home for Christmas,TV-MA,31,"Comedy, Drama, Romance",7.8,12,270
Home for Christmas,TV-MA,29,"Comedy, Drama, Romance",7.3,12,292
The Order,TV-MA,47,"Drama, Fantasy, Horror",7.1,10,425
The Order,TV-MA,48,"Drama, Fantasy, Horror",7.2,10,387
The Order,TV-MA,44,"Drama, Fantasy, Horror",7.4,10,382
The Order,TV-MA,45,"Drama, Fantasy, Horror",7.4,10,378
The Order,TV-MA,51,"Drama, Fantasy, Horror",7.2,10,350
The Order,TV-MA,46,"Drama, Fantasy, Horror",7.4,10,352
The Order,TV-MA,46,"Drama, Fantasy, Horror",7.3,10,356
The Order,TV-MA,51,"Drama, Fantasy, Horror",7.5,12,379
The Order,TV-MA,49,"Drama, Fantasy, Horror",7.3,10,343
The Order,TV-MA,49,"Drama, Fantasy, Horror",7.7,10,425
Johnny Test,TV-Y7,23,"Animation, Action, Adventure",6.5,10,28
Johnny Test,TV-Y7,23,"Animation, Action, Adventure",6.6,10,29
Johnny Test,TV-Y7,23,"Animation, Action, Adventure",6.4,10,32
Johnny Test,TV-Y7,23,"Animation, Action, Adventure",6.8,10,39
Virgin River,TV-14,41,"Drama, Romance",7.9,10,553
On My Block,TV-14,32,"Comedy, Drama",8.0,10,216
Bridgerton,TV-MA,58,"Drama, History, Romance",7.1,10,3074
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.6,7,908
Warrior Nun,TV-MA,40,"Action, Drama, Fantasy",7.0,10,997
Warrior Nun,TV-MA,46,"Action, Drama, Fantasy",7.2,10,944
Warrior Nun,TV-MA,44,"Action, Drama, Fantasy",7.2,10,897
Warrior Nun,TV-MA,45,"Action, Drama, Fantasy",7.3,10,887
Warrior Nun,TV-MA,46,"Action, Drama, Fantasy",7.2,10,902
Warrior Nun,TV-MA,39,"Action, Drama, Fantasy",7.4,10,862
Warrior Nun,TV-MA,41,"Action, Drama, Fantasy",7.4,10,853
Warrior Nun,TV-MA,37,"Action, Drama, Fantasy",7.8,10,902
Warrior Nun,TV-MA,42,"Action, Drama, Fantasy",7.9,10,1036
Greenleaf,TV-14,42,Drama,6.2,10,52
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.4,1,49
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,9.0,1,81
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.7,1,43
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.4,1,44
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.5,1,43
The Rain,TV-MA,46,"Drama, Sci-Fi, Thriller",6.9,10,605
The Rain,TV-MA,41,"Drama, Sci-Fi, Thriller",6.6,10,574
The Rain,TV-MA,48,"Drama, Sci-Fi, Thriller",6.7,10,563
The Rain,TV-MA,43,"Drama, Sci-Fi, Thriller",6.9,10,572
The Rain,TV-MA,42,"Drama, Sci-Fi, Thriller",7.3,10,668
After Life,TV-MA,27,"Comedy, Drama",7.8,10,2557
Spirit Riding Free,TV-Y7,23,"Animation, Action, Adventure",8.3,12,16
Spirit Riding Free,TV-Y7,23,"Animation, Action, Adventure",8.6,14,15
Spirit Riding Free,TV-Y7,23,"Animation, Action, Adventure",8.2,14,12
Spirit Riding Free,TV-Y7,23,"Animation, Action, Adventure",8.2,12,14
Baby,TV-MA,49,Drama,7.5,10,188
Baby,TV-MA,49,Drama,7.6,10,170
Baby,TV-MA,51,Drama,7.8,10,168
Baby,TV-MA,43,Drama,7.9,10,164
Baby,TV-MA,41,Drama,7.7,10,155
Baby,TV-MA,45,Drama,7.8,10,172
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.0,7,994
Grace and Frankie,TV-MA,32,Comedy,7.9,10,385
The Letter for the King,TV-PG,45,"Action, Adventure, Family",6.9,10,262
Dexter,TV-MA,53,"Crime, Drama, Mystery",8.7,10,5518
Dexter,TV-MA,55,"Crime, Drama, Mystery",8.9,10,4928
Dexter,TV-MA,51,"Crime, Drama, Mystery",9.0,10,4919
Dexter,TV-MA,51,"Crime, Drama, Mystery",9.2,10,5981
Dexter,TV-MA,56,"Crime, Drama, Mystery",8.5,10,5036
Dexter,TV-MA,52,"Crime, Drama, Mystery",8.6,10,5001
Dexter,TV-MA,53,"Crime, Drama, Mystery",8.4,10,4787
Dexter,TV-MA,56,"Crime, Drama, Mystery",8.6,10,4924
Dexter,TV-MA,53,"Crime, Drama, Mystery",8.5,10,4783
Dexter,TV-MA,55,"Crime, Drama, Mystery",8.7,10,4876
Dexter,TV-MA,49,"Crime, Drama, Mystery",9.0,10,5114
Dexter,TV-MA,50,"Crime, Drama, Mystery",9.3,10,5748
The Tudors,TV-MA,52,"Drama, History, Romance",7.8,10,663
The Tudors,TV-MA,50,"Drama, History, Romance",8.7,10,762
The Tudors,TV-MA,55,"Drama, History, Romance",7.8,10,627
The Tudors,TV-MA,53,"Drama, History, Romance",7.9,10,601
The Tudors,TV-MA,55,"Drama, History, Romance",7.9,10,588
The Tudors,TV-MA,55,"Drama, History, Romance",8.4,10,646
The Tudors,TV-MA,52,"Drama, History, Romance",7.9,10,579
The Tudors,TV-MA,56,"Drama, History, Romance",7.9,10,568
The Tudors,TV-MA,53,"Drama, History, Romance",8.2,10,577
The Tudors,TV-MA,54,"Drama, History, Romance",8.6,10,655
Undercover,TV-MA,46,"Crime, Drama, Thriller",7.5,10,431
The Bonfire of Destiny,TV-MA,48,"Drama, History",7.5,10,122
Pose,TV-MA,42,Drama,8.8,10,696
Pose,TV-MA,68,Drama,9.1,10,769
Knightfall,TV-14,41,"Action, Adventure, Drama",8.4,10,571
Lunatics,TV-MA,36,Comedy,7.2,10,92
Lunatics,TV-MA,36,Comedy,6.6,10,130
Lunatics,TV-MA,35,Comedy,7.3,10,79
Lunatics,TV-MA,33,Comedy,7.5,10,77
Lunatics,TV-MA,34,Comedy,7.4,10,70
Lunatics,TV-MA,37,Comedy,7.3,10,68
Lunatics,TV-MA,36,Comedy,7.5,10,70
Lunatics,TV-MA,36,Comedy,7.2,10,66
Lunatics,TV-MA,38,Comedy,7.7,10,69
Lunatics,TV-MA,36,Comedy,7.5,10,68
How to Sell Drugs Online (Fast),TV-MA,32,"Comedy, Crime, Drama",7.7,10,987
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.4,7,1184
The Society,TV-MA,60,"Drama, Mystery, Sci-Fi",7.2,10,823
Dare Me,TV-MA,52,"Crime, Mystery, Thriller",7.0,10,310
Star Trek: Discovery,TV-MA,49,"Action, Adventure, Drama",7.2,10,3373
The Pentaverate,TV-MA,31,Comedy,6.4,10,494
The Pentaverate,TV-MA,28,Comedy,6.8,10,368
The Pentaverate,TV-MA,26,Comedy,6.6,10,304
The Pentaverate,TV-MA,23,Comedy,6.7,10,285
The Pentaverate,TV-MA,21,Comedy,6.6,10,262
The Pentaverate,TV-MA,29,Comedy,6.4,10,285
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.6,7,1442
Anne with an E,TV-PG,44,"Drama, Family",8.6,10,1699
The 100,TV-14,41,"Drama, Mystery, Sci-Fi",7.6,10,2600
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.7,12,1036
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.5,10,1032
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.1,10,1101
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.0,10,1054
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.1,10,1061
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",8.0,10,1079
Greenleaf,TV-14,42,Drama,6.3,10,54
Greenleaf,TV-14,41,Drama,6.4,10,52
Greenleaf,TV-14,42,Drama,6.0,10,48
Greenleaf,TV-14,42,Drama,6.2,10,50
Greenleaf,TV-14,42,Drama,6.2,10,49
Greenleaf,TV-14,42,Drama,6.2,10,57
Good Girls,TV-14,42,"Comedy, Crime, Drama",8.0,10,532
The Stranger,TV-MA,51,"Crime, Drama, Mystery",7.4,10,1347
The Stranger,TV-MA,48,"Crime, Drama, Mystery",7.5,10,1195
The Stranger,TV-MA,43,"Crime, Drama, Mystery",7.5,10,1103
Good Girls,TV-14,42,"Comedy, Crime, Drama",8.1,10,546
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.2,7,767
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.3,1,42
RuPaul's Drag Race: Untucked!,TV-14,20,Reality-TV,7.4,1,39
Tiny House Nation,TV-PG,40,Reality-TV,7.3,3,42
Tiny House Nation,TV-PG,41,Reality-TV,3.6,7,61
Tiny House Nation,TV-PG,41,Reality-TV,7.1,7,26
Tiny House Nation,TV-PG,40,Reality-TV,7.8,7,30
Tiny House Nation,TV-PG,41,Reality-TV,7.1,3,25
Tiny House Nation,TV-PG,40,Reality-TV,7.3,3,26
Cobra Kai,TV-14,32,"Action, Comedy, Drama",8.0,12,3702
Cobra Kai,TV-14,36,"Action, Comedy, Drama",8.4,10,3532
Cobra Kai,TV-14,29,"Action, Comedy, Drama",8.1,10,3174
Cobra Kai,TV-14,38,"Action, Comedy, Drama",8.1,12,3460
Cobra Kai,TV-14,39,"Action, Comedy, Drama",9.0,10,4152
Cobra Kai,TV-14,32,"Action, Comedy, Drama",7.8,10,3340
Cobra Kai,TV-14,34,"Action, Comedy, Drama",8.3,10,3259
Cobra Kai,TV-14,30,"Action, Comedy, Drama",8.7,10,3627
Cobra Kai,TV-14,28,"Action, Comedy, Drama",8.3,10,3275
Cobra Kai,TV-14,41,"Action, Comedy, Drama",9.4,10,5941
Outer Banks,TV-MA,54,"Action, Crime, Drama",7.3,10,1346
Outer Banks,TV-MA,47,"Action, Crime, Drama",7.4,10,1162
Outer Banks,TV-MA,47,"Action, Crime, Drama",7.5,10,1092
Outer Banks,TV-MA,49,"Action, Crime, Drama",8.0,10,1148
Outer Banks,TV-MA,47,"Action, Crime, Drama",7.9,10,1070
Outer Banks,TV-MA,53,"Action, Crime, Drama",8.2,10,1098
Outer Banks,TV-MA,47,"Action, Crime, Drama",8.0,10,1026
Outer Banks,TV-MA,46,"Action, Crime, Drama",8.4,10,1148
Outer Banks,TV-MA,52,"Action, Crime, Drama",7.9,10,1061
Outer Banks,TV-MA,57,"Action, Crime, Drama",8.2,10,1187
Tiny House Nation,TV-PG,41,Reality-TV,6.2,7,40
Tiny House Nation,TV-PG,41,Reality-TV,7.8,5,22
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.6,7,912
Someone Has to Die,TV-MA,49,"Crime, Drama, Thriller",6.8,10,245
Someone Has to Die,TV-MA,48,"Crime, Drama, Thriller",7.1,10,210
Someone Has to Die,TV-MA,52,"Crime, Drama, Thriller",6.6,10,213
She-Ra and the Princesses of Power,TV-Y7,24,"Animation, Action, Adventure",7.9,12,1024
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",7.7,10,1829
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",7.7,10,1915
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",7.4,10,1878
The Good Place,TV-PG,22,"Comedy, Drama, Fantasy",8.0,10,1926
Grace and Frankie,TV-MA,28,Comedy,8.1,10,428
Anne with an E,TV-PG,44,"Drama, Family",9.0,10,1683
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.0,7,999
Transformers: War for Cybertron Trilogy,TV-Y7,25,"Animation, Action, Adventure",7.2,12,157
Transformers: War for Cybertron Trilogy,TV-Y7,24,"Animation, Action, Adventure",7.2,12,142
Transformers: War for Cybertron Trilogy,TV-Y7,24,"Animation, Action, Adventure",7.4,12,150
Luna Nera,TV-MA,46,"Drama, Fantasy, Thriller",6.1,10,196
Luna Nera,TV-MA,43,"Drama, Fantasy, Thriller",6.0,10,161
Luna Nera,TV-MA,40,"Drama, Fantasy, Thriller",6.1,10,141
The Stranger,TV-MA,44,"Crime, Drama, Mystery",7.5,10,1067
The Stranger,TV-MA,42,"Crime, Drama, Mystery",7.7,10,1052
The Stranger,TV-MA,50,"Crime, Drama, Mystery",7.7,10,1017
The Stranger,TV-MA,42,"Crime, Drama, Mystery",7.9,10,1011
The Stranger,TV-MA,43,"Crime, Drama, Mystery",7.7,10,1106
How to Sell Drugs Online (Fast),TV-MA,29,"Comedy, Crime, Drama",7.8,10,890
How to Sell Drugs Online (Fast),TV-MA,28,"Comedy, Crime, Drama",7.8,10,846
How to Sell Drugs Online (Fast),TV-MA,28,"Comedy, Crime, Drama",7.8,10,829
How to Sell Drugs Online (Fast),TV-MA,24,"Comedy, Crime, Drama",7.9,10,816
How to Sell Drugs Online (Fast),TV-MA,28,"Comedy, Crime, Drama",8.4,10,916
Narcos: Mexico,TV-MA,56,"Crime, Drama",8.6,10,1525
Oktoberfest: Beer & Blood,TV-MA,48,"Drama, History, Thriller",6.9,10,146
Oktoberfest: Beer & Blood,TV-MA,48,"Drama, History, Thriller",6.9,10,123
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.6,7,921
Unorthodox,TV-MA,53,Drama,7.8,10,1715
Unorthodox,TV-MA,53,Drama,8.0,10,1578
Unorthodox,TV-MA,55,Drama,7.9,10,1490
Unorthodox,TV-MA,54,Drama,8.2,10,1538
Final Space,TV-14,21,"Animation, Action, Adventure",7.6,12,841
Final Space,TV-14,21,"Animation, Action, Adventure",8.8,10,1080
Final Space,TV-14,21,"Animation, Action, Adventure",7.9,12,827
Final Space,TV-14,21,"Animation, Action, Adventure",7.9,12,770
Final Space,TV-14,21,"Animation, Action, Adventure",7.9,10,761
Final Space,TV-14,21,"Animation, Action, Adventure",8.6,12,809
Final Space,TV-14,21,"Animation, Action, Adventure",8.7,10,852
Final Space,TV-14,21,"Animation, Action, Adventure",7.5,12,708
Final Space,TV-14,21,"Animation, Action, Adventure",8.1,12,694
Final Space,TV-14,21,"Animation, Action, Adventure",8.7,12,739
Final Space,TV-14,21,"Animation, Action, Adventure",9.1,10,939
Dark,TV-MA,62,"Crime, Drama, Mystery",8.8,10,13316
Family Business,TV-14,21,Comedy,6.6,10,140
Dead to Me,TV-MA,31,"Comedy, Crime, Drama",7.8,10,1299
The Sinner,TV-MA,49,"Crime, Drama, Mystery",7.4,10,2116
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",8.0,10,2332
Lucifer,TV-14,51,"Crime, Drama, Fantasy",8.0,10,4230
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",7.3,10,2062
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.3,7,1110
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",8.9,7,950
Dark,TV-14,54,"Crime, Drama, Mystery",8.9,10,11416
Dark,TV-MA,56,"Crime, Drama, Mystery",9.0,10,11334
Dark,TV-MA,60,"Crime, Drama, Mystery",9.4,10,12373
Dark,TV-MA,56,"Crime, Drama, Mystery",9.2,10,11338
Dark,TV-MA,54,"Crime, Drama, Mystery",9.5,10,14007
Dark,TV-MA,58,"Crime, Drama, Mystery",9.1,10,11251
Dark,TV-MA,57,"Crime, Drama, Mystery",9.4,10,14017
The 100,TV-14,42,"Drama, Mystery, Sci-Fi",7.9,10,2020
Supergirl,TV-PG,42,"Action, Adventure, Drama",6.6,10,1321
I Am Not Okay with This,TV-MA,19,"Comedy, Drama, Fantasy",7.2,10,1963
I Am Not Okay with This,TV-MA,20,"Comedy, Drama, Fantasy",7.5,10,1807
I Am Not Okay with This,TV-MA,19,"Comedy, Drama, Fantasy",7.6,10,1602
I Am Not Okay with This,TV-MA,23,"Comedy, Drama, Fantasy",7.6,10,1651
I Am Not Okay with This,TV-MA,23,"Comedy, Drama, Fantasy",7.9,10,1682
I Am Not Okay with This,TV-MA,24,"Comedy, Drama, Fantasy",8.5,10,2026
I Am Not Okay with This,TV-MA,28,"Comedy, Drama, Fantasy",7.4,10,1711
Narcos: Mexico,TV-MA,57,"Crime, Drama",7.9,10,1514
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.1,10,1345
Supergirl,TV-14,42,"Action, Adventure, Drama",6.8,10,1182
Supergirl,TV-PG,42,"Action, Adventure, Drama",6.9,10,1148
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.7,10,1397
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.7,10,1420
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.7,10,1235
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.4,10,1139
"Love, Death & Robots",TV-MA,18,"Animation, Short, Action",8.1,12,11912
Supergirl,TV-PG,42,"Action, Adventure, Drama",6.6,10,1561
Supergirl,TV-PG,42,"Action, Adventure, Drama",6.6,10,1225
Supergirl,TV-PG,42,"Action, Adventure, Drama",8.5,10,1907
Supergirl,TV-PG,42,"Action, Adventure, Drama",5.9,10,1352
Supergirl,TV-14,42,"Action, Adventure, Drama",6.3,10,1345
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.0,10,1065
Supergirl,TV-PG,42,"Action, Adventure, Drama",7.6,10,1046
BattleBots,TV-14,83,"Action, Game-Show, Reality-TV",8.0,10,26
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.2,7,987
Pacific Rim: The Black,TV-14,29,"Animation, Action, Adventure",7.0,18,305
Pacific Rim: The Black,TV-14,22,"Animation, Action, Adventure",6.8,16,255
Pacific Rim: The Black,TV-14,21,"Animation, Action, Adventure",6.9,14,244
Pacific Rim: The Black,TV-14,25,"Animation, Action, Adventure",7.0,14,237
Yankee,TV-MA,44,Drama,5.8,12,29
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",7.8,10,19
Narcos: Mexico,TV-MA,60,"Crime, Drama",7.9,10,1433
Top Gear,TV-PG,62,"Adventure, Comedy, Reality-TV",5.4,10,367
Top Gear,TV-PG,59,"Adventure, Comedy, Reality-TV",4.5,7,330
Top Gear,TV-14,61,"Adventure, Comedy, Reality-TV",4.8,7,254
Top Gear,TV-PG,61,"Adventure, Comedy, Reality-TV",5.8,7,224
Pose,TV-MA,54,Drama,8.1,10,581
The Last Kingdom,TV-MA,53,"Action, Drama, History",8.4,10,2447
Grand Army,TV-MA,51,Drama,6.9,10,196
Grand Army,TV-MA,49,Drama,7.1,10,167
Comedians in Cars Getting Coffee,TV-14,42,"Comedy, Family, Talk-Show",8.1,3,402
Comedians in Cars Getting Coffee,TV-14,17,"Comedy, Family, Talk-Show",7.4,3,299
Comedians in Cars Getting Coffee,TV-14,17,"Comedy, Family, Talk-Show",8.1,3,318
Comedians in Cars Getting Coffee,TV-14,20,"Comedy, Family, Talk-Show",7.5,5,243
Comedians in Cars Getting Coffee,TV-14,18,"Comedy, Family, Talk-Show",7.9,3,287
Comedians in Cars Getting Coffee,TV-14,19,"Comedy, Family, Talk-Show",7.7,3,226
Comedians in Cars Getting Coffee,TV-14,16,"Comedy, Family, Talk-Show",6.6,3,213
Comedians in Cars Getting Coffee,TV-14,13,"Comedy, Family, Talk-Show",6.5,3,219
Comedians in Cars Getting Coffee,TV-14,16,"Comedy, Family, Talk-Show",6.6,3,191
Comedians in Cars Getting Coffee,TV-14,17,"Comedy, Family, Talk-Show",6.4,3,171
Avatar: The Last Airbender,TV-Y7,24,"Animation, Action, Adventure",9.6,10,3953
Comedians in Cars Getting Coffee,TV-14,17,"Comedy, Family, Talk-Show",6.9,3,179
I Think You Should Leave with Tim Robinson,TV-MA,17,Comedy,8.1,16,427
Bridgerton,TV-MA,61,"Drama, History, Romance",7.5,10,2650
Bridgerton,TV-MA,61,"Drama, History, Romance",7.8,10,2516
Bridgerton,TV-MA,57,"Drama, History, Romance",7.6,10,2522
Bridgerton,TV-MA,61,"Drama, History, Romance",7.9,10,2642
Bridgerton,TV-MA,57,"Drama, History, Romance",7.5,10,2363
Bridgerton,TV-MA,60,"Drama, History, Romance",7.6,10,2280
Bridgerton,TV-MA,72,"Drama, History, Romance",7.9,10,2479
The Rain,TV-MA,48,"Drama, Sci-Fi, Thriller",6.5,10,442
Typewriter,TV-MA,52,"Horror, Mystery, Thriller",6.9,10,176
Lucifer,TV-14,60,"Crime, Drama, Fantasy",7.5,10,5131
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.0,7,965
The Flash,TV-PG,42,"Action, Adventure, Drama",4.9,10,2124
BattleBots,TV-PG,83,"Action, Game-Show, Reality-TV",7.9,10,21
The End of the F***ing World,TV-MA,22,"Adventure, Comedy, Crime",8.1,10,2685
The End of the F***ing World,TV-MA,24,"Adventure, Comedy, Crime",8.2,10,2664
The End of the F***ing World,TV-MA,21,"Adventure, Comedy, Crime",7.7,10,2538
The End of the F***ing World,TV-MA,19,"Adventure, Comedy, Crime",7.8,10,2543
The End of the F***ing World,TV-MA,24,"Adventure, Comedy, Crime",8.9,10,3343
The End of the F***ing World,TV-MA,19,"Adventure, Comedy, Crime",8.6,10,3208
Typewriter,TV-MA,55,"Horror, Mystery, Thriller",7.1,10,152
Typewriter,TV-MA,43,"Horror, Mystery, Thriller",7.4,10,139
3Below: Tales of Arcadia,TV-Y7,22,"Animation, Action, Adventure",7.7,10,168
Exhibit A,TV-14,41,"Documentary, Crime",6.3,10,117
Exhibit A,TV-14,29,"Documentary, Crime",6.6,10,82
Exhibit A,TV-14,37,"Documentary, Crime",6.0,10,76
Exhibit A,TV-14,37,"Documentary, Crime",6.8,10,66
7Seeds,TV-MA,24,"Animation, Action, Adventure",6.9,7,56
7Seeds,TV-MA,24,"Animation, Action, Adventure",6.8,7,51
7Seeds,TV-MA,26,"Animation, Action, Adventure",6.8,7,49
7Seeds,TV-MA,24,"Animation, Action, Adventure",7.2,7,48
7Seeds,TV-MA,26,"Animation, Action, Adventure",7.1,7,47
7Seeds,TV-MA,31,"Animation, Action, Adventure",7.8,7,46
7Seeds,TV-MA,24,"Animation, Action, Adventure",6.9,7,39
7Seeds,TV-MA,24,"Animation, Action, Adventure",7.2,7,38
7Seeds,TV-MA,26,"Animation, Action, Adventure",7.8,7,39
7Seeds,TV-MA,24,"Animation, Action, Adventure",7.5,7,37
7Seeds,TV-MA,26,"Animation, Action, Adventure",7.8,7,44
JoJo's Bizarre Adventure,TV-MA,25,"Animation, Action, Adventure",9.4,7,1192
The Last Kingdom,TV-MA,55,"Action, Drama, History",8.6,10,2506
Space Force,TV-MA,35,Comedy,6.8,10,3147
Space Force,TV-MA,32,Comedy,7.3,10,2689
Space Force,TV-MA,30,Comedy,7.2,10,2280
Space Force,TV-MA,31,Comedy,6.9,10,2110
Space Force,TV-MA,30,Comedy,6.7,10,2022
